source_uid,domain,release_id,source_split,source_id,raw_sha256,canonical_pixel_sha256,canonical_status,canonical_rejection_reason,independence_certified,group_id,study_split,primary_group_representative
diffusiondb:diffusiondb-2m-fb620fbe49fa4420e0734bd9c0df11f51176b61f:part-000268:0c76a83e-ee25-4e5d-9ffc-3c63449cfc83,diffusiondb,diffusiondb-2m-fb620fbe49fa4420e0734bd9c0df11f51176b61f,part-000268,0c76a83e-ee25-4e5d-9ffc-3c63449cfc83,251501e50f150a7e8ffcb9bd5b83f89dcea7dd3ffead68e7251a7e12da1a964b,0b1efc918d75c5fac67676df6edd38d7e6444b8dd33eb8e46ed3bab317cbfd51,canonical_pass,,false,c8310e3c79e42cd0caba2f8655f887f16f78735ab26d53de1a32e6fb49a7970a,test,false
diffusiondb:diffusiondb-2m-fb620fbe49fa4420e0734bd9c0df11f51176b61f:part-000268:0c96143d-a035-467c-9cfb-4ab5fe814002,diffusiondb,diffusiondb-2m-fb620fbe49fa4420e0734bd9c0df11f51176b61f,part-000268,0c96143d-a035-467c-9cfb-4ab5fe814002,b79a9b628e7e942ea9e02c46d88bc3d943c3a63f2b9f3615737b9d1f0109480e,e15fa297d9da63c96c8774fe744f08aa7f830b517f291aaf9adc2e3359617928,canonical_pass,,false,c8310e3c79e42cd0caba2f8655f887f16f78735ab26d53de1a32e6fb49a7970a,test,false
diffusiondb:diffusiondb-2m-fb620fbe49fa4420e0734bd9c0df11f51176b61f:part-000268:0caf5b26-211a-4ccc-9e04-767c54fe7161,diffusiondb,diffusiondb-2m-fb620fbe49fa4420e0734bd9c0df11f51176b61f,part-000268,0caf5b26-211a-4ccc-9e04-767c54fe7161,f679c2d992775f94b4320c1864163d88f39868acf7d52366f9b16d04126efc58,ab0207b04413e43bd0460d7c3ba260ee13cdbb2538e7fe08ca1dc61f7d44baed,canonical_pass,,false,5a2b91ed19711f1803ab5e6a15418d091bb4296dfcecabc24cb0f3b24071f6ef,validation,false
diffusiondb:diffusiondb-2m-fb620fbe49fa4420e0734bd9c0df11f51176b61f:part-000268:0e981c46-9bc8-447b-850f-88d296aee2db,diffusiondb,diffusiondb-2m-fb620fbe49fa4420e0734bd9c0df11f51176b61f,part-000268,0e981c46-9bc8-447b-850f-88d296aee2db,43a2c3165615855e2a1fc8335f5c354e667934b8d416acf3117b4433869abf5a,982e81e1c01d23a8baf839caa7e0d4b9947ee4a411bd6179ac4e42180a13a135,canonical_pass,,false,5cc385c85a7c478a3d9e8d43ea40c5f4bd770b74235442aef3019e0ece5f89f8,development,false
diffusiondb:diffusiondb-2m-fb620fbe49fa4420e0734bd9c0df11f51176b61f:part-000268:0f891fb5-3f9b-4646-a2c2-6e84e5f14e2c,diffusiondb,diffusiondb-2m-fb620fbe49fa4420e0734bd9c0df11f51176b61f,part-000268,0f891fb5-3f9b-4646-a2c2-6e84e5f14e2c,18e4746603f31db6e896215ebfcc6f49ca6ff6043c29cd61ec93dc13f32b0816,02ea127cf7ca76b600c23cd5d9910967c58ebd3cb7d8385bf03ad2b24464e061,canonical_pass,,false,d1515de9563ac3f80eca68673b09d5459ba79e7e1ed46c94b4f9767fb37bea0a,development,false
diffusiondb:diffusiondb-2m-fb620fbe49fa4420e0734bd9c0df11f51176b61f:part-000268:0fb2167d-1916-45dc-a381-79cc28ed08d4,diffusiondb,diffusiondb-2m-fb620fbe49fa4420e0734bd9c0df11f51176b61f,part-000268,0fb2167d-1916-45dc-a381-79cc28ed08d4,759decc8ae0e86b9e32a8d92917212f960c7aac65a88caf72ef6e3025e773fdd,6120d489a0069d81e3843c37149f9d26a2d142cd751ad6282197216cf66db607,canonical_pass,,false,4bd51058d1e9b06f98da459a8c2a50d503ff3b9c74b44529504fd4279120b9dc,test,false
diffusiondb:diffusiondb-2m-fb620fbe49fa4420e0734bd9c0df11f51176b61f:part-000268:1049c563-30d9-4cfe-b848-c9d864bf2381,diffusiondb,diffusiondb-2m-fb620fbe49fa4420e0734bd9c0df11f51176b61f,part-000268,1049c563-30d9-4cfe-b848-c9d864bf2381,6c1cfea82c3c06ab7ee88cb041cd1329ef4038b14bf5da4ae58e924cb4d3fa4d,e89083c3119abddaa38aab544618b82f16135a9899abd0a085531c6b3036d528,canonical_pass,,false,31ce3768dc0d89a175627c93620d423f9068ffbc8f010e627ce771a87e3747de,test,false
diffusiondb:diffusiondb-2m-fb620fbe49fa4420e0734bd9c0df11f51176b61f:part-000268:115eb6b3-e1af-434b-8515-81f10c2aeee5,diffusiondb,diffusiondb-2m-fb620fbe49fa4420e0734bd9c0df11f51176b61f,part-000268,115eb6b3-e1af-434b-8515-81f10c2aeee5,8a7e9ec03c57222a7478a620630204de755de0af6adf5b728c2b9fb47eec11ea,1c37a5e35194fb0ad5375c6f87869e5530f08874692a7be47e460d0a9a087604,canonical_pass,,false,9289ab6cf9fff2a8b6c0aadc5c928262e5ceff86148b48f5763c8c5784f1367e,validation,false
diffusiondb:diffusiondb-2m-fb620fbe49fa4420e0734bd9c0df11f51176b61f:part-000268:11b1d173-fed3-479b-8f47-9c529645564d,diffusiondb,diffusiondb-2m-fb620fbe49fa4420e0734bd9c0df11f51176b61f,part-000268,11b1d173-fed3-479b-8f47-9c529645564d,1e17617fd1258418588546b93353bd1f6c7e2315cd8f750fa8b6dbd27a7344b0,7a1459369fc49320a4f7d986c13756ebeef799c81df46f5191298c2803e18fb1,canonical_pass,,false,5a2b91ed19711f1803ab5e6a15418d091bb4296dfcecabc24cb0f3b24071f6ef,validation,false
diffusiondb:diffusiondb-2m-fb620fbe49fa4420e0734bd9c0df11f51176b61f:part-000268:11df1743-f8ed-42b7-b871-93b4972f5cf8,diffusiondb,diffusiondb-2m-fb620fbe49fa4420e0734bd9c0df11f51176b61f,part-000268,11df1743-f8ed-42b7-b871-93b4972f5cf8,23fc50f2cea3181ccd60cf1f9b9671dbbaef6242b5bb00090a4fb9c3c4b06806,e3395df02216f4d6a69154110e6af46bf17788295d7d626f7f5905b8cd044e7b,canonical_pass,,false,cb831afbbd1aea2a506a3574b7cef2764cfe0176b80428b04f74c29506181f60,validation,false
diffusiondb:diffusiondb-2m-fb620fbe49fa4420e0734bd9c0df11f51176b61f:part-000268:13238c98-982d-44ea-aeb3-bd1ead189070,diffusiondb,diffusiondb-2m-fb620fbe49fa4420e0734bd9c0df11f51176b61f,part-000268,13238c98-982d-44ea-aeb3-bd1ead189070,9c3b135e9bdf1004ef97ab7dd8f8b96766db6917c9a50ea10db7805538714b4c,6dd899dfb67e6d618eb413dd43e00af3a1ad761f2bad9b290643d52bcd4e931f,canonical_pass,,false,40df5a487a5ed9096af5b02b41d84d6a770506961c186c99bb81af8e73513bc4,test,false
diffusiondb:diffusiondb-2m-fb620fbe49fa4420e0734bd9c0df11f51176b61f:part-000268:137a9e04-a527-46c6-9811-bbe5c93d81b3,diffusiondb,diffusiondb-2m-fb620fbe49fa4420e0734bd9c0df11f51176b61f,part-000268,137a9e04-a527-46c6-9811-bbe5c93d81b3,929e6c852494eac213c3bf57daf1a036d748eaf179d0051c0504378e58842564,1c4d3f669a95f9de43ac7c58e0cfb57d2400790483640018014e2c516dcba76c,canonical_pass,,false,87fba9959a7736e55fadd6237bcc792e8827a559e06eab0c312037c4ba568288,test,false
diffusiondb:diffusiondb-2m-fb620fbe49fa4420e0734bd9c0df11f51176b61f:part-000268:13dcf19e-d4c8-4029-ad41-8fa023498143,diffusiondb,diffusiondb-2m-fb620fbe49fa4420e0734bd9c0df11f51176b61f,part-000268,13dcf19e-d4c8-4029-ad41-8fa023498143,411192cf56054c385dc3698d8a26005ec798307472986298c4c3e4d1bf181295,36000b248fca00f01a7a457deede3ba2b7a88b6326d90de70bfcaae2e57754f9,canonical_pass,,false,cbacb982c2f69f1b6ac844564c2403902416e06692a9fb358ef992655c666ec5,test,false
diffusiondb:diffusiondb-2m-fb620fbe49fa4420e0734bd9c0df11f51176b61f:part-000268:13ed4cc1-158a-427d-a5cf-6e23cd9755bc,diffusiondb,diffusiondb-2m-fb620fbe49fa4420e0734bd9c0df11f51176b61f,part-000268,13ed4cc1-158a-427d-a5cf-6e23cd9755bc,7c722d2ae6a26c7cd618a15306b03180cb6ee3bab0c9df2429887d9179361513,364c0677008930ff07b295158d88998076aa6e3bc2e3072d1c3cb147c9f40551,canonical_pass,,false,38738726e4198f0895a3f3955ff4b1b6f368f5571bc76f3b6b5f3bf5a33d0c55,test,false
diffusiondb:diffusiondb-2m-fb620fbe49fa4420e0734bd9c0df11f51176b61f:part-000268:142b5b6c-6b60-41a1-9387-188d53680881,diffusiondb,diffusiondb-2m-fb620fbe49fa4420e0734bd9c0df11f51176b61f,part-000268,142b5b6c-6b60-41a1-9387-188d53680881,a6654ca9ddc712ededff61bc0794d6b5c540d2a055334cb36dc9942f6a4a093c,ecfdc0b3fd858a8f03c5597f0532a348cc86ac261594914310e8341ab8500a79,canonical_pass,,false,8457352ecd042bc0353c7c08ef39cfffa74871602407e73f6c4b14738a760a32,test,false
diffusiondb:diffusiondb-2m-fb620fbe49fa4420e0734bd9c0df11f51176b61f:part-000268:14d5be5e-3085-4f25-894b-7df47d5fe51a,diffusiondb,diffusiondb-2m-fb620fbe49fa4420e0734bd9c0df11f51176b61f,part-000268,14d5be5e-3085-4f25-894b-7df47d5fe51a,dfa6b8dc71c7a19c7220eb2c4258b0e105937b7727917ef465397a36e19b3f4f,836c696ae6fdc38b6448973959762f89cec7471ae349549b8fbe5fcafe698f1d,canonical_pass,,false,6005593aad2453e12f982aa7294b827aae558cdcb4c81b34f1d63d5d94c89314,test,false
diffusiondb:diffusiondb-2m-fb620fbe49fa4420e0734bd9c0df11f51176b61f:part-000268:1561fa9e-ecdf-44f6-a967-b231842f6bf4,diffusiondb,diffusiondb-2m-fb620fbe49fa4420e0734bd9c0df11f51176b61f,part-000268,1561fa9e-ecdf-44f6-a967-b231842f6bf4,769e6e4d2a6ec491bcdc4031b0f41d87085d0d4c2881e7a7b9fd00943ee12739,7341420586759009680f4038e685b1ae83e282caf288364950e9c5dc9c5b5a86,canonical_pass,,false,cb831afbbd1aea2a506a3574b7cef2764cfe0176b80428b04f74c29506181f60,validation,false
diffusiondb:diffusiondb-2m-fb620fbe49fa4420e0734bd9c0df11f51176b61f:part-000268:15f38505-c8f6-4a75-9e3f-c4b0645d82e0,diffusiondb,diffusiondb-2m-fb620fbe49fa4420e0734bd9c0df11f51176b61f,part-000268,15f38505-c8f6-4a75-9e3f-c4b0645d82e0,9ba12cdf5aa060db7eda05628e9abbc4aa501ea438a781560fe10eb38db60888,60ab0e2715eec0261b9c818bf65e360b6e7a68608e0bcb832ef4ae918a778991,canonical_pass,,false,87fba9959a7736e55fadd6237bcc792e8827a559e06eab0c312037c4ba568288,test,false
diffusiondb:diffusiondb-2m-fb620fbe49fa4420e0734bd9c0df11f51176b61f:part-000268:16aa4aea-c4a9-4da1-b614-95bb38e052c1,diffusiondb,diffusiondb-2m-fb620fbe49fa4420e0734bd9c0df11f51176b61f,part-000268,16aa4aea-c4a9-4da1-b614-95bb38e052c1,3a173aa546e922f273a38c8bacf0b894a684553027f3ffec659175bcf2c4e84b,529909347d61ae1adda4fda1f2623647686b7b88b67cccb450491b007ee9d92a,canonical_pass,,false,16eb9c7a75a2ba54fc58e8517d8bc036827238860db2a6760827b8d5fe7119d7,test,false
diffusiondb:diffusiondb-2m-fb620fbe49fa4420e0734bd9c0df11f51176b61f:part-000268:1797cc15-4a3b-4717-b6a7-eb33409e8cdd,diffusiondb,diffusiondb-2m-fb620fbe49fa4420e0734bd9c0df11f51176b61f,part-000268,1797cc15-4a3b-4717-b6a7-eb33409e8cdd,058aad2f9ffbb0290c2252b71d5d0edad0122ac3e292d64ec8198ee16fe77f69,f5b0d68cf6136bf4087b8a3075dd0ea46f8893ba25a017fa11c5faa892b500ba,canonical_pass,,false,5a2b91ed19711f1803ab5e6a15418d091bb4296dfcecabc24cb0f3b24071f6ef,validation,false
diffusiondb:diffusiondb-2m-fb620fbe49fa4420e0734bd9c0df11f51176b61f:part-000268:17a28337-a609-4701-a490-7bb66aa76f97,diffusiondb,diffusiondb-2m-fb620fbe49fa4420e0734bd9c0df11f51176b61f,part-000268,17a28337-a609-4701-a490-7bb66aa76f97,2f49b1b04d788671762090135553da42bebeab9cf42614d7943b9400e053057b,da642d64343257aff1cce93d3aa652a66422b3459e8ae16a2cedd7f9ccc005e9,canonical_pass,,false,86e329ad22c4506307a48415d6285c69c3d2008b53fa1c37233d7b05eaa04dea,test,false
diffusiondb:diffusiondb-2m-fb620fbe49fa4420e0734bd9c0df11f51176b61f:part-000268:1828275d-ab13-4de7-bd3e-2ce1be40f680,diffusiondb,diffusiondb-2m-fb620fbe49fa4420e0734bd9c0df11f51176b61f,part-000268,1828275d-ab13-4de7-bd3e-2ce1be40f680,8e615aa824e0da68729e92ebca11a9eebd259c3ae5848afa7debaa81bf68a14f,714da56670ca6ddc3c84e7104f2fa31c20822e02e7a6f99f1d0213296321cdaa,canonical_pass,,false,cb831afbbd1aea2a506a3574b7cef2764cfe0176b80428b04f74c29506181f60,validation,false
diffusiondb:diffusiondb-2m-fb620fbe49fa4420e0734bd9c0df11f51176b61f:part-000268:194f1ac6-eb31-4ff7-83a8-1b2497710393,diffusiondb,diffusiondb-2m-fb620fbe49fa4420e0734bd9c0df11f51176b61f,part-000268,194f1ac6-eb31-4ff7-83a8-1b2497710393,9a8f98688df22e8ba36b8eef09e80f929872921cb064faf10ea76ef5961bcce8,5710fd354b317168a486e0606c498ed2e28124627b1d5a0df27bc4c269d9fe81,canonical_pass,,false,ab5d7adb65dc62d759d49b1f4a658480640c2b80930e4710235f5a1ffc148eb0,test,false
diffusiondb:diffusiondb-2m-fb620fbe49fa4420e0734bd9c0df11f51176b61f:part-000268:1a998593-014f-47b9-b8e7-bb24304e8fa7,diffusiondb,diffusiondb-2m-fb620fbe49fa4420e0734bd9c0df11f51176b61f,part-000268,1a998593-014f-47b9-b8e7-bb24304e8fa7,2930aa206b5d40ca753359e9a1d93abf172bf0d44a07faa5e799de70e3e09b44,cf8f2d92438ceaf3c4fc7e33dac88c30b21d5669f2d5f001ad2f7cff9ff9c0b0,canonical_pass,,false,059bad3315ebb1979fbabb2d5c03b557404fac990283ab8843f653c69e00c8a7,test,true
diffusiondb:diffusiondb-2m-fb620fbe49fa4420e0734bd9c0df11f51176b61f:part-000268:1cf1a0b3-58ab-4b6b-acae-cefe6864b0dc,diffusiondb,diffusiondb-2m-fb620fbe49fa4420e0734bd9c0df11f51176b61f,part-000268,1cf1a0b3-58ab-4b6b-acae-cefe6864b0dc,6bb8118686284e3c302966e8b41c9cf791bb498e5173f39337061bb2445303d8,147e6a071c312a494fe1f7a64fc416bd12f4142b8e9ec444084fce757bc6e427,canonical_pass,,false,ab5d7adb65dc62d759d49b1f4a658480640c2b80930e4710235f5a1ffc148eb0,test,false
diffusiondb:diffusiondb-2m-fb620fbe49fa4420e0734bd9c0df11f51176b61f:part-000268:1d324c3f-8027-483f-b4cc-d2a1014c04d0,diffusiondb,diffusiondb-2m-fb620fbe49fa4420e0734bd9c0df11f51176b61f,part-000268,1d324c3f-8027-483f-b4cc-d2a1014c04d0,00be1683dac2d15cb3812cd98edce0460b919e66b829c48a635762d2ac868469,25c571238a8d6ac6a05a7436c6be227d4817939951daa2da96b173f23b729ae6,canonical_pass,,false,274326b65fbdcf7997f3499d9fd87bb2cefc2df640e0e4d3b9ff02fbf9694d2d,test,false
diffusiondb:diffusiondb-2m-fb620fbe49fa4420e0734bd9c0df11f51176b61f:part-000268:1d7fc633-b623-49fd-b50a-75f2a548f158,diffusiondb,diffusiondb-2m-fb620fbe49fa4420e0734bd9c0df11f51176b61f,part-000268,1d7fc633-b623-49fd-b50a-75f2a548f158,1ec9781e45e67289cbc44e8983804f495e8bd4848d1663462a84208e1df5ed3b,438b1d72fd208ffebb8f1e6666cb6e91afe07be15c79ec43f2f786742a20705e,canonical_pass,,false,36c8e12b29f98548e1e62afc31a48aa583f7df8dc3f16df1db24589d342f0f17,validation,true
diffusiondb:diffusiondb-2m-fb620fbe49fa4420e0734bd9c0df11f51176b61f:part-000268:1d839bba-18ad-4170-95b4-10b89885377b,diffusiondb,diffusiondb-2m-fb620fbe49fa4420e0734bd9c0df11f51176b61f,part-000268,1d839bba-18ad-4170-95b4-10b89885377b,70ecca2c63e4ace1c3f28ec030abcdd8aba18455034730f440eb6a94ef4e42a8,290ce1383493327f033dcb4d97c6953c4e8656cce5f1aa3f00969ee74276c2b4,canonical_pass,,false,4bd51058d1e9b06f98da459a8c2a50d503ff3b9c74b44529504fd4279120b9dc,test,false
diffusiondb:diffusiondb-2m-fb620fbe49fa4420e0734bd9c0df11f51176b61f:part-000268:1de82bcb-4037-4760-bc21-63128d98fef1,diffusiondb,diffusiondb-2m-fb620fbe49fa4420e0734bd9c0df11f51176b61f,part-000268,1de82bcb-4037-4760-bc21-63128d98fef1,df57f9106f5f922a12ca4ca1c139800ec808cbc08b81d944ff8fcb5237c4cedf,83f3865e3f47b340d5e63d93f41e9086304041bf4d0575cc83a6afce38dffb6d,canonical_pass,,false,87fba9959a7736e55fadd6237bcc792e8827a559e06eab0c312037c4ba568288,test,false
diffusiondb:diffusiondb-2m-fb620fbe49fa4420e0734bd9c0df11f51176b61f:part-000268:1f16012f-9fb5-4db4-a431-a8de03876e4a,diffusiondb,diffusiondb-2m-fb620fbe49fa4420e0734bd9c0df11f51176b61f,part-000268,1f16012f-9fb5-4db4-a431-a8de03876e4a,4c8c5a4475ec323602af98cb62dcd92b8c87ac1e624acb10fae5fb602091d643,ce7e203b956a85b60427cac2560a0146095abccfec949c520b40858d1d0995d1,canonical_pass,,false,86e329ad22c4506307a48415d6285c69c3d2008b53fa1c37233d7b05eaa04dea,test,false
diffusiondb:diffusiondb-2m-fb620fbe49fa4420e0734bd9c0df11f51176b61f:part-000268:1f1c4d5b-2f00-45c4-b393-1a1ccf2568ec,diffusiondb,diffusiondb-2m-fb620fbe49fa4420e0734bd9c0df11f51176b61f,part-000268,1f1c4d5b-2f00-45c4-b393-1a1ccf2568ec,4f58b2cb2eb771ae8f61315751ea49cb2f2e07d5f9f0ec168e07ecf021093569,0c4f79edee330e2307e85e8ca7a42da096de7635307b624734d336ec9b005d8c,canonical_pass,,false,11b302141348c9e9635b75853f05b55c069a3f40aac3659c02766db0b85f723c,test,false
