domain,release_id,source_split,source_id,relative_path,raw_sha256,raw_size_bytes,width,height,group_id,source_url,license_reference,rights_status,use_limitations
diffusiondb,diffusiondb-2m-fb620fbe49fa4420e0734bd9c0df11f51176b61f,part-000268,000df88b-87aa-421d-8b9b-749d047f6f52,diffusiondb-2m/selected-20260926/part-000268/000df88b-87aa-421d-8b9b-749d047f6f52.png,0e0e46e0a571e1995ee24022b90f7bc153c8d0556a1f181da75d2fd4bb5d2806,433060,512,512,raw-0e0e46e0a571e1995ee24022b90f7bc153c8d0556a1f181da75d2fd4bb5d2806,https://huggingface.co/datasets/poloclub/diffusiondb/resolve/fb620fbe49fa4420e0734bd9c0df11f51176b61f/images/part-000268.zip,https://huggingface.co/datasets/poloclub/diffusiondb/blob/fb620fbe49fa4420e0734bd9c0df11f51176b61f/README.md,pending-image-rights,Local restricted academic research only; no redistribution/public figures; no legal or visual-content certification; curator CC0/terms claim not independent rights clearance; image/prompt NSFW scores strictly below0.10; metadata-screened not visually reviewed; no prompts/users; canonical/near/user dependence pending
diffusiondb,diffusiondb-2m-fb620fbe49fa4420e0734bd9c0df11f51176b61f,part-000268,0a05792e-b57e-4903-8c5b-1e11690a2e9b,diffusiondb-2m/selected-20260926/part-000268/0a05792e-b57e-4903-8c5b-1e11690a2e9b.png,b98d4e2fa3abb08b880a503b24cef56b0dbe694ddda003ddb5d5b8da3f815efa,482318,512,640,raw-b98d4e2fa3abb08b880a503b24cef56b0dbe694ddda003ddb5d5b8da3f815efa,https://huggingface.co/datasets/poloclub/diffusiondb/resolve/fb620fbe49fa4420e0734bd9c0df11f51176b61f/images/part-000268.zip,https://huggingface.co/datasets/poloclub/diffusiondb/blob/fb620fbe49fa4420e0734bd9c0df11f51176b61f/README.md,pending-image-rights,Local restricted academic research only; no redistribution/public figures; no legal or visual-content certification; curator CC0/terms claim not independent rights clearance; image/prompt NSFW scores strictly below0.10; metadata-screened not visually reviewed; no prompts/users; canonical/near/user dependence pending
diffusiondb,diffusiondb-2m-fb620fbe49fa4420e0734bd9c0df11f51176b61f,part-000268,0b4327df-6110-4d60-95dc-68a77be85c13,diffusiondb-2m/selected-20260926/part-000268/0b4327df-6110-4d60-95dc-68a77be85c13.png,5dc26ab0f99defde1c0618c5a468266ebe388bd06eca296eee993a58a4128731,509683,512,640,raw-5dc26ab0f99defde1c0618c5a468266ebe388bd06eca296eee993a58a4128731,https://huggingface.co/datasets/poloclub/diffusiondb/resolve/fb620fbe49fa4420e0734bd9c0df11f51176b61f/images/part-000268.zip,https://huggingface.co/datasets/poloclub/diffusiondb/blob/fb620fbe49fa4420e0734bd9c0df11f51176b61f/README.md,pending-image-rights,Local restricted academic research only; no redistribution/public figures; no legal or visual-content certification; curator CC0/terms claim not independent rights clearance; image/prompt NSFW scores strictly below0.10; metadata-screened not visually reviewed; no prompts/users; canonical/near/user dependence pending
diffusiondb,diffusiondb-2m-fb620fbe49fa4420e0734bd9c0df11f51176b61f,part-000268,0ba5a2f5-8a44-4050-a975-08cd5d675a3d,diffusiondb-2m/selected-20260926/part-000268/0ba5a2f5-8a44-4050-a975-08cd5d675a3d.png,d5055d2948d070ec06d66742ed752d0c119adfeace5f95f5a15469d25651b5fc,928465,1024,512,raw-d5055d2948d070ec06d66742ed752d0c119adfeace5f95f5a15469d25651b5fc,https://huggingface.co/datasets/poloclub/diffusiondb/resolve/fb620fbe49fa4420e0734bd9c0df11f51176b61f/images/part-000268.zip,https://huggingface.co/datasets/poloclub/diffusiondb/blob/fb620fbe49fa4420e0734bd9c0df11f51176b61f/README.md,pending-image-rights,Local restricted academic research only; no redistribution/public figures; no legal or visual-content certification; curator CC0/terms claim not independent rights clearance; image/prompt NSFW scores strictly below0.10; metadata-screened not visually reviewed; no prompts/users; canonical/near/user dependence pending
diffusiondb,diffusiondb-2m-fb620fbe49fa4420e0734bd9c0df11f51176b61f,part-000268,0c55976c-7963-479f-82eb-a3266f2f5ed2,diffusiondb-2m/selected-20260926/part-000268/0c55976c-7963-479f-82eb-a3266f2f5ed2.png,fa6fa177586491c651607148febd87c233eb7240a21eeb0a57d1ccb645b3a648,402193,512,512,raw-fa6fa177586491c651607148febd87c233eb7240a21eeb0a57d1ccb645b3a648,https://huggingface.co/datasets/poloclub/diffusiondb/resolve/fb620fbe49fa4420e0734bd9c0df11f51176b61f/images/part-000268.zip,https://huggingface.co/datasets/poloclub/diffusiondb/blob/fb620fbe49fa4420e0734bd9c0df11f51176b61f/README.md,pending-image-rights,Local restricted academic research only; no redistribution/public figures; no legal or visual-content certification; curator CC0/terms claim not independent rights clearance; image/prompt NSFW scores strictly below0.10; metadata-screened not visually reviewed; no prompts/users; canonical/near/user dependence pending
diffusiondb,diffusiondb-2m-fb620fbe49fa4420e0734bd9c0df11f51176b61f,part-000268,0c76a83e-ee25-4e5d-9ffc-3c63449cfc83,diffusiondb-2m/selected-20260926/part-000268/0c76a83e-ee25-4e5d-9ffc-3c63449cfc83.png,251501e50f150a7e8ffcb9bd5b83f89dcea7dd3ffead68e7251a7e12da1a964b,342094,512,576,raw-251501e50f150a7e8ffcb9bd5b83f89dcea7dd3ffead68e7251a7e12da1a964b,https://huggingface.co/datasets/poloclub/diffusiondb/resolve/fb620fbe49fa4420e0734bd9c0df11f51176b61f/images/part-000268.zip,https://huggingface.co/datasets/poloclub/diffusiondb/blob/fb620fbe49fa4420e0734bd9c0df11f51176b61f/README.md,pending-image-rights,Local restricted academic research only; no redistribution/public figures; no legal or visual-content certification; curator CC0/terms claim not independent rights clearance; image/prompt NSFW scores strictly below0.10; metadata-screened not visually reviewed; no prompts/users; canonical/near/user dependence pending
diffusiondb,diffusiondb-2m-fb620fbe49fa4420e0734bd9c0df11f51176b61f,part-000268,0c96143d-a035-467c-9cfb-4ab5fe814002,diffusiondb-2m/selected-20260926/part-000268/0c96143d-a035-467c-9cfb-4ab5fe814002.png,b79a9b628e7e942ea9e02c46d88bc3d943c3a63f2b9f3615737b9d1f0109480e,573073,512,640,raw-b79a9b628e7e942ea9e02c46d88bc3d943c3a63f2b9f3615737b9d1f0109480e,https://huggingface.co/datasets/poloclub/diffusiondb/resolve/fb620fbe49fa4420e0734bd9c0df11f51176b61f/images/part-000268.zip,https://huggingface.co/datasets/poloclub/diffusiondb/blob/fb620fbe49fa4420e0734bd9c0df11f51176b61f/README.md,pending-image-rights,Local restricted academic research only; no redistribution/public figures; no legal or visual-content certification; curator CC0/terms claim not independent rights clearance; image/prompt NSFW scores strictly below0.10; metadata-screened not visually reviewed; no prompts/users; canonical/near/user dependence pending
diffusiondb,diffusiondb-2m-fb620fbe49fa4420e0734bd9c0df11f51176b61f,part-000268,0caf5b26-211a-4ccc-9e04-767c54fe7161,diffusiondb-2m/selected-20260926/part-000268/0caf5b26-211a-4ccc-9e04-767c54fe7161.png,f679c2d992775f94b4320c1864163d88f39868acf7d52366f9b16d04126efc58,801756,512,1024,raw-f679c2d992775f94b4320c1864163d88f39868acf7d52366f9b16d04126efc58,https://huggingface.co/datasets/poloclub/diffusiondb/resolve/fb620fbe49fa4420e0734bd9c0df11f51176b61f/images/part-000268.zip,https://huggingface.co/datasets/poloclub/diffusiondb/blob/fb620fbe49fa4420e0734bd9c0df11f51176b61f/README.md,pending-image-rights,Local restricted academic research only; no redistribution/public figures; no legal or visual-content certification; curator CC0/terms claim not independent rights clearance; image/prompt NSFW scores strictly below0.10; metadata-screened not visually reviewed; no prompts/users; canonical/near/user dependence pending
diffusiondb,diffusiondb-2m-fb620fbe49fa4420e0734bd9c0df11f51176b61f,part-000268,0e981c46-9bc8-447b-850f-88d296aee2db,diffusiondb-2m/selected-20260926/part-000268/0e981c46-9bc8-447b-850f-88d296aee2db.png,43a2c3165615855e2a1fc8335f5c354e667934b8d416acf3117b4433869abf5a,906418,768,512,raw-43a2c3165615855e2a1fc8335f5c354e667934b8d416acf3117b4433869abf5a,https://huggingface.co/datasets/poloclub/diffusiondb/resolve/fb620fbe49fa4420e0734bd9c0df11f51176b61f/images/part-000268.zip,https://huggingface.co/datasets/poloclub/diffusiondb/blob/fb620fbe49fa4420e0734bd9c0df11f51176b61f/README.md,pending-image-rights,Local restricted academic research only; no redistribution/public figures; no legal or visual-content certification; curator CC0/terms claim not independent rights clearance; image/prompt NSFW scores strictly below0.10; metadata-screened not visually reviewed; no prompts/users; canonical/near/user dependence pending
diffusiondb,diffusiondb-2m-fb620fbe49fa4420e0734bd9c0df11f51176b61f,part-000268,0f891fb5-3f9b-4646-a2c2-6e84e5f14e2c,diffusiondb-2m/selected-20260926/part-000268/0f891fb5-3f9b-4646-a2c2-6e84e5f14e2c.png,18e4746603f31db6e896215ebfcc6f49ca6ff6043c29cd61ec93dc13f32b0816,660178,768,512,raw-18e4746603f31db6e896215ebfcc6f49ca6ff6043c29cd61ec93dc13f32b0816,https://huggingface.co/datasets/poloclub/diffusiondb/resolve/fb620fbe49fa4420e0734bd9c0df11f51176b61f/images/part-000268.zip,https://huggingface.co/datasets/poloclub/diffusiondb/blob/fb620fbe49fa4420e0734bd9c0df11f51176b61f/README.md,pending-image-rights,Local restricted academic research only; no redistribution/public figures; no legal or visual-content certification; curator CC0/terms claim not independent rights clearance; image/prompt NSFW scores strictly below0.10; metadata-screened not visually reviewed; no prompts/users; canonical/near/user dependence pending
diffusiondb,diffusiondb-2m-fb620fbe49fa4420e0734bd9c0df11f51176b61f,part-000268,0fb2167d-1916-45dc-a381-79cc28ed08d4,diffusiondb-2m/selected-20260926/part-000268/0fb2167d-1916-45dc-a381-79cc28ed08d4.png,759decc8ae0e86b9e32a8d92917212f960c7aac65a88caf72ef6e3025e773fdd,374804,512,512,raw-759decc8ae0e86b9e32a8d92917212f960c7aac65a88caf72ef6e3025e773fdd,https://huggingface.co/datasets/poloclub/diffusiondb/resolve/fb620fbe49fa4420e0734bd9c0df11f51176b61f/images/part-000268.zip,https://huggingface.co/datasets/poloclub/diffusiondb/blob/fb620fbe49fa4420e0734bd9c0df11f51176b61f/README.md,pending-image-rights,Local restricted academic research only; no redistribution/public figures; no legal or visual-content certification; curator CC0/terms claim not independent rights clearance; image/prompt NSFW scores strictly below0.10; metadata-screened not visually reviewed; no prompts/users; canonical/near/user dependence pending
diffusiondb,diffusiondb-2m-fb620fbe49fa4420e0734bd9c0df11f51176b61f,part-000268,1049c563-30d9-4cfe-b848-c9d864bf2381,diffusiondb-2m/selected-20260926/part-000268/1049c563-30d9-4cfe-b848-c9d864bf2381.png,6c1cfea82c3c06ab7ee88cb041cd1329ef4038b14bf5da4ae58e924cb4d3fa4d,1523352,1024,768,raw-6c1cfea82c3c06ab7ee88cb041cd1329ef4038b14bf5da4ae58e924cb4d3fa4d,https://huggingface.co/datasets/poloclub/diffusiondb/resolve/fb620fbe49fa4420e0734bd9c0df11f51176b61f/images/part-000268.zip,https://huggingface.co/datasets/poloclub/diffusiondb/blob/fb620fbe49fa4420e0734bd9c0df11f51176b61f/README.md,pending-image-rights,Local restricted academic research only; no redistribution/public figures; no legal or visual-content certification; curator CC0/terms claim not independent rights clearance; image/prompt NSFW scores strictly below0.10; metadata-screened not visually reviewed; no prompts/users; canonical/near/user dependence pending
diffusiondb,diffusiondb-2m-fb620fbe49fa4420e0734bd9c0df11f51176b61f,part-000268,115eb6b3-e1af-434b-8515-81f10c2aeee5,diffusiondb-2m/selected-20260926/part-000268/115eb6b3-e1af-434b-8515-81f10c2aeee5.png,8a7e9ec03c57222a7478a620630204de755de0af6adf5b728c2b9fb47eec11ea,950318,1024,512,raw-8a7e9ec03c57222a7478a620630204de755de0af6adf5b728c2b9fb47eec11ea,https://huggingface.co/datasets/poloclub/diffusiondb/resolve/fb620fbe49fa4420e0734bd9c0df11f51176b61f/images/part-000268.zip,https://huggingface.co/datasets/poloclub/diffusiondb/blob/fb620fbe49fa4420e0734bd9c0df11f51176b61f/README.md,pending-image-rights,Local restricted academic research only; no redistribution/public figures; no legal or visual-content certification; curator CC0/terms claim not independent rights clearance; image/prompt NSFW scores strictly below0.10; metadata-screened not visually reviewed; no prompts/users; canonical/near/user dependence pending
diffusiondb,diffusiondb-2m-fb620fbe49fa4420e0734bd9c0df11f51176b61f,part-000268,11b1d173-fed3-479b-8f47-9c529645564d,diffusiondb-2m/selected-20260926/part-000268/11b1d173-fed3-479b-8f47-9c529645564d.png,1e17617fd1258418588546b93353bd1f6c7e2315cd8f750fa8b6dbd27a7344b0,583959,512,768,raw-1e17617fd1258418588546b93353bd1f6c7e2315cd8f750fa8b6dbd27a7344b0,https://huggingface.co/datasets/poloclub/diffusiondb/resolve/fb620fbe49fa4420e0734bd9c0df11f51176b61f/images/part-000268.zip,https://huggingface.co/datasets/poloclub/diffusiondb/blob/fb620fbe49fa4420e0734bd9c0df11f51176b61f/README.md,pending-image-rights,Local restricted academic research only; no redistribution/public figures; no legal or visual-content certification; curator CC0/terms claim not independent rights clearance; image/prompt NSFW scores strictly below0.10; metadata-screened not visually reviewed; no prompts/users; canonical/near/user dependence pending
diffusiondb,diffusiondb-2m-fb620fbe49fa4420e0734bd9c0df11f51176b61f,part-000268,11df1743-f8ed-42b7-b871-93b4972f5cf8,diffusiondb-2m/selected-20260926/part-000268/11df1743-f8ed-42b7-b871-93b4972f5cf8.png,23fc50f2cea3181ccd60cf1f9b9671dbbaef6242b5bb00090a4fb9c3c4b06806,612800,512,512,raw-23fc50f2cea3181ccd60cf1f9b9671dbbaef6242b5bb00090a4fb9c3c4b06806,https://huggingface.co/datasets/poloclub/diffusiondb/resolve/fb620fbe49fa4420e0734bd9c0df11f51176b61f/images/part-000268.zip,https://huggingface.co/datasets/poloclub/diffusiondb/blob/fb620fbe49fa4420e0734bd9c0df11f51176b61f/README.md,pending-image-rights,Local restricted academic research only; no redistribution/public figures; no legal or visual-content certification; curator CC0/terms claim not independent rights clearance; image/prompt NSFW scores strictly below0.10; metadata-screened not visually reviewed; no prompts/users; canonical/near/user dependence pending
diffusiondb,diffusiondb-2m-fb620fbe49fa4420e0734bd9c0df11f51176b61f,part-000268,13238c98-982d-44ea-aeb3-bd1ead189070,diffusiondb-2m/selected-20260926/part-000268/13238c98-982d-44ea-aeb3-bd1ead189070.png,9c3b135e9bdf1004ef97ab7dd8f8b96766db6917c9a50ea10db7805538714b4c,642022,512,768,raw-9c3b135e9bdf1004ef97ab7dd8f8b96766db6917c9a50ea10db7805538714b4c,https://huggingface.co/datasets/poloclub/diffusiondb/resolve/fb620fbe49fa4420e0734bd9c0df11f51176b61f/images/part-000268.zip,https://huggingface.co/datasets/poloclub/diffusiondb/blob/fb620fbe49fa4420e0734bd9c0df11f51176b61f/README.md,pending-image-rights,Local restricted academic research only; no redistribution/public figures; no legal or visual-content certification; curator CC0/terms claim not independent rights clearance; image/prompt NSFW scores strictly below0.10; metadata-screened not visually reviewed; no prompts/users; canonical/near/user dependence pending
diffusiondb,diffusiondb-2m-fb620fbe49fa4420e0734bd9c0df11f51176b61f,part-000268,137a9e04-a527-46c6-9811-bbe5c93d81b3,diffusiondb-2m/selected-20260926/part-000268/137a9e04-a527-46c6-9811-bbe5c93d81b3.png,929e6c852494eac213c3bf57daf1a036d748eaf179d0051c0504378e58842564,795714,1024,512,raw-929e6c852494eac213c3bf57daf1a036d748eaf179d0051c0504378e58842564,https://huggingface.co/datasets/poloclub/diffusiondb/resolve/fb620fbe49fa4420e0734bd9c0df11f51176b61f/images/part-000268.zip,https://huggingface.co/datasets/poloclub/diffusiondb/blob/fb620fbe49fa4420e0734bd9c0df11f51176b61f/README.md,pending-image-rights,Local restricted academic research only; no redistribution/public figures; no legal or visual-content certification; curator CC0/terms claim not independent rights clearance; image/prompt NSFW scores strictly below0.10; metadata-screened not visually reviewed; no prompts/users; canonical/near/user dependence pending
diffusiondb,diffusiondb-2m-fb620fbe49fa4420e0734bd9c0df11f51176b61f,part-000268,13dcf19e-d4c8-4029-ad41-8fa023498143,diffusiondb-2m/selected-20260926/part-000268/13dcf19e-d4c8-4029-ad41-8fa023498143.png,411192cf56054c385dc3698d8a26005ec798307472986298c4c3e4d1bf181295,433316,512,512,raw-411192cf56054c385dc3698d8a26005ec798307472986298c4c3e4d1bf181295,https://huggingface.co/datasets/poloclub/diffusiondb/resolve/fb620fbe49fa4420e0734bd9c0df11f51176b61f/images/part-000268.zip,https://huggingface.co/datasets/poloclub/diffusiondb/blob/fb620fbe49fa4420e0734bd9c0df11f51176b61f/README.md,pending-image-rights,Local restricted academic research only; no redistribution/public figures; no legal or visual-content certification; curator CC0/terms claim not independent rights clearance; image/prompt NSFW scores strictly below0.10; metadata-screened not visually reviewed; no prompts/users; canonical/near/user dependence pending
